"Profile","Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)"
"getehrextract","getehrextract.ehr-extract.all-compositions.content.feeder-audit","getehrextract.ehr_extract.all_compositions.content.feeder_audit","","","",0,1,"","","","BackboneElement {[]} {[]}
","feeder_audit","The committal and revision data for a Record Component. Note that the invariant is incorrectly stated as constraining ""attribute_version_status.coding_scheme_name"" in the printed standard.","","","","","","","","","",,,,,"",,,,"getehrextract.ehr_extract.all_compositions.content.feeder_audit",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"getehrextract","getehrextract.ehr-extract.all-compositions.content.feeder-audit.id","getehrextract.ehr_extract.all_compositions.content.feeder_audit.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"getehrextract","getehrextract.ehr-extract.all-compositions.content.feeder-audit.extension","getehrextract.ehr_extract.all_compositions.content.feeder_audit.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"getehrextract","getehrextract.ehr-extract.all-compositions.content.feeder-audit.modifierExtension","getehrextract.ehr_extract.all_compositions.content.feeder_audit.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"getehrextract","getehrextract.ehr-extract.all-compositions.content.feeder-audit.committer","getehrextract.ehr_extract.all_compositions.content.feeder_audit.committer","","","",1,1,"","","","Identifier {[]} {[]}
","committer","committer","","","","","","","","","",,,,,"",,,,"getehrextract.ehr_extract.all_compositions.content.feeder_audit.committer",1,1,"",""
"getehrextract","getehrextract.ehr-extract.all-compositions.content.feeder-audit.ehr-system","getehrextract.ehr_extract.all_compositions.content.feeder_audit.ehr_system","","","",1,1,"","","","Identifier {[]} {[]}
","ehr_system","ehr_system","","","","","","","","","",,,,,"",,,,"getehrextract.ehr_extract.all_compositions.content.feeder_audit.ehr_system",1,1,"",""
"getehrextract","getehrextract.ehr-extract.all-compositions.content.feeder-audit.previous-version","getehrextract.ehr_extract.all_compositions.content.feeder_audit.previous_version","","","",0,1,"","","","Identifier {[]} {[]}
","previous_version","previous_version","","","","","","","","","",,,,,"",,,,"getehrextract.ehr_extract.all_compositions.content.feeder_audit.previous_version",0,1,"",""
"getehrextract","getehrextract.ehr-extract.all-compositions.content.feeder-audit.reason-for-revision","getehrextract.ehr_extract.all_compositions.content.feeder_audit.reason_for_revision","","","",0,1,"","","","CodeableConcept {[]} {[]}
","reason_for_revision","reason_for_revision","","","","","","","","","",,,,,"",,,,"getehrextract.ehr_extract.all_compositions.content.feeder_audit.reason_for_revision",0,1,"",""
"getehrextract","getehrextract.ehr-extract.all-compositions.content.feeder-audit.time-committed","getehrextract.ehr_extract.all_compositions.content.feeder_audit.time_committed","","","",1,1,"","","","dateTime {[]} {[]}
","time_committed","time_committed","","","","","","","","","",,,,,"",,,,"getehrextract.ehr_extract.all_compositions.content.feeder_audit.time_committed",1,1,"",""
"getehrextract","getehrextract.ehr-extract.all-compositions.content.feeder-audit.version-set-id","getehrextract.ehr_extract.all_compositions.content.feeder_audit.version_set_id","","","",0,1,"","","","Identifier {[]} {[]}
","version_set_id","version_set_id","","","","","","","","","",,,,,"",,,,"getehrextract.ehr_extract.all_compositions.content.feeder_audit.version_set_id",0,1,"",""
"getehrextract","getehrextract.ehr-extract.all-compositions.content.feeder-audit.version-status","getehrextract.ehr_extract.all_compositions.content.feeder_audit.version_status","","","",0,1,"","","","code {[]} {[]}
","version_status","version_status","","","","","","","","","",,,,,"",,,,"getehrextract.ehr_extract.all_compositions.content.feeder_audit.version_status",0,1,"",""
"getehrextract","getehrextract.ehr-extract.all-compositions.content.section","getehrextract.ehr_extract.all_compositions.content.section","","","",0,1,"","","","BackboneElement {[]} {[]}
","section","Element som bara finns när instansen är av subtypen SECTION (xsi:type).","","","","","","","","","",,,,,"",,,,"getehrextract.ehr_extract.all_compositions.content.section",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
